Longitude,Latitude,Solar Energy Potential,Wind Power Density
-49.0,-17.0,1701.995038986206,115.55322
-49.0,-16.0,1652.3549818992615,101.65559
-49.0,-15.0,1718.420066833496,275.41968
-49.0,-14.0,1653.4500765800476,126.6794
-49.0,-13.0,1681.919927597046,64.2957
-49.0,-12.0,1681.5549540519714,74.07802
-49.0,-11.0,1643.229947090149,41.540768
-49.0,-10.0,1609.64994430542,106.2078
-49.0,-9.0,1594.6849846839905,65.380196
-49.0,-8.0,1576.8000626564026,52.93999
-49.0,-6.0,1549.0599846839905,30.573935
-49.0,-3.0,1508.5449624061584,33.178726
-49.0,-1.0,1545.044927597046,55.45231
-48.0,-25.0,1246.474986076355,46.54298
-48.0,-24.0,1466.5700459480286,155.2594
-48.0,-23.0,1606.365008354187,84.13952
-48.0,-22.0,1628.2649874687195,233.1786
-48.0,-21.0,1649.0700459480286,60.95873
-48.0,-20.0,1643.9600682258606,62.12229
-48.0,-19.0,1665.1299262046814,47.99273
-48.0,-18.0,1704.55002784729,98.749596
-48.0,-17.0,1704.9150013923645,81.17167
-48.0,-15.0,1683.3799958229065,95.25452
-48.0,-14.0,1700.169997215271,23.963268
-48.0,-12.0,1689.950041770935,150.03682
-48.0,-11.0,1647.9749512672424,75.060814
-48.0,-10.0,1653.0849289894104,46.445446
-48.0,-9.0,1627.5350403785706,62.45593
-48.0,-8.0,1615.855016708374,39.59343
-48.0,-7.0,1552.7100682258606,59.72877
-48.0,-6.0,1547.965064048767,43.23529
-48.0,-5.0,1534.095025062561,154.40883
-48.0,-4.0,1476.42502784729,14.733712
-48.0,-2.0,1551.25,40.696304
-48.0,-1.0,1483.360047340393,47.136627
-47.0,-23.0,1611.8399596214294,171.74751
-47.0,-22.0,1628.9949345588684,40.585777
-47.0,-21.0,1670.240077972412,179.4438
-47.0,-20.0,1606.0000348091125,44.54872
-47.0,-19.0,1659.2900013923645,111.674515
-47.0,-18.0,1715.1349568367004,56.551422
-47.0,-17.0,1727.544927597046,44.296673
-47.0,-16.0,1696.1549401283264,60.58232
-47.0,-15.0,1681.5549540519714,116.11464
-47.0,-14.0,1721.705002784729,26.827984
-47.0,-13.0,1687.0300793647766,146.55475
-47.0,-12.0,1721.3400292396545,83.94062
-47.0,-9.0,1632.280044555664,153.33315
-47.0,-8.0,1618.410005569458,91.7727
-47.0,-7.0,1585.9249234199524,55.559334
-47.0,-6.0,1555.2650570869446,80.68158
-47.0,-5.0,1533.7300515174866,66.3271
-47.0,-4.0,1506.354947090149,31.42547
-47.0,-3.0,1514.385061264038,39.04099
-47.0,-2.0,1538.1100821495056,52.275852
-47.0,-1.0,1511.830072402954,42.931923
-46.0,-22.0,1600.8900570869446,173.08504
-46.0,-21.0,1610.3800654411316,72.20022
-46.0,-20.0,1653.4500765800476,30.100128
-46.0,-19.0,1647.9749512672424,102.53341
-46.0,-18.0,1678.634991645813,60.143177
-46.0,-17.0,1710.0249791145325,97.87953
-46.0,-16.0,1736.6699624061584,33.361137
-46.0,-15.0,1705.279974937439,107.353584
-46.0,-14.0,1699.0750765800476,107.942764
-46.0,-13.0,1721.705002784729,102.084984
-46.0,-12.0,1725.3550863265991,93.60427
-46.0,-10.0,1734.1149735450745,77.07269
-46.0,-9.0,1666.2250208854675,31.453909
-46.0,-8.0,1649.0700459480286,61.161835
-46.0,-7.0,1640.3099846839905,83.05785
-46.0,-6.0,1558.185019493103,58.212124
-46.0,-5.0,1512.9249930381775,64.23984
-46.0,-4.0,1497.960033416748,48.907467
-46.0,-2.0,1484.4549679756165,76.00995
-45.0,-23.0,1562.565050125122,40.858013
-45.0,-22.0,1621.3299679756165,33.257774
-45.0,-21.0,1593.9550375938416,81.85037
-45.0,-20.0,1655.27494430542,48.096775
-45.0,-19.0,1681.919927597046,92.31885
-45.0,-18.0,1665.4950737953186,76.96583
-45.0,-17.0,1734.1149735450745,118.857574
-45.0,-16.0,1754.9200320243835,62.79866
-45.0,-12.0,1773.535075187683,17.997416
-45.0,-11.0,1744.3349289894104,27.765295
-45.0,-10.0,1738.859977722168,73.68077
-45.0,-8.0,1648.339924812317,80.41056
-45.0,-7.0,1649.0700459480286,69.068634
-45.0,-6.0,1589.210033416748,102.587265
-45.0,-5.0,1573.514952659607,35.632717
-45.0,-4.0,1568.404974937439,62.513332
-45.0,-3.0,1572.785005569458,72.85433
-44.0,-21.0,1562.2000765800476,93.053314
-44.0,-20.0,1624.249930381775,82.572975
-44.0,-19.0,1699.8050236701965,126.15516
-44.0,-18.0,1700.169997215271,219.09758
-44.0,-17.0,1674.9850821495056,150.4838
-44.0,-16.0,1748.7149596214294,73.199905
-44.0,-15.0,1746.52494430542,50.70837
-44.0,-14.0,1762.94997215271,41.299736
-44.0,-13.0,1786.310019493103,32.538418
-44.0,-12.0,1813.684949874878,99.789795
-44.0,-11.0,1774.994969367981,220.82271
-44.0,-10.0,1735.575041770935,112.49401
-44.0,-9.0,1691.7750835418701,143.50375
-44.0,-8.0,1681.189980506897,86.78621
-44.0,-7.0,1666.589994430542,107.65027
-44.0,-6.0,1604.9049401283264,48.99549
-44.0,-5.0,1605.635061264038,45.87215
-44.0,-3.0,1488.470025062561,39.90349
-43.0,-22.0,1445.7649874687195,187.66718
-43.0,-21.0,1495.0400710105896,248.17969
-43.0,-20.0,1467.664966583252,75.68577
-43.0,-19.0,1412.1849846839905,16.599297
-43.0,-18.0,1507.0850682258606,106.16177
-43.0,-16.0,1718.7850403785706,193.74745
-43.0,-15.0,1731.5599846839905,76.31794
-43.0,-14.0,1790.690050125122,138.26411
-43.0,-13.0,1748.349986076355,61.56431
-43.0,-12.0,1781.929988861084,215.77318
-43.0,-11.0,1819.160075187683,211.88635
-43.0,-10.0,1759.665036201477,189.77594
-43.0,-9.0,1743.240008354187,173.76036
-43.0,-8.0,1693.964924812317,69.182655
-43.0,-7.0,1678.9999651908875,148.73283
-43.0,-6.0,1641.770052909851,90.13245
-43.0,-5.0,1674.254961013794,35.229313
-43.0,-4.0,1685.2050375938416,18.002846
-43.0,-3.0,1561.1049818992615,39.10336
-42.0,-21.0,1481.1700320243835,114.137695
-42.0,-20.0,1359.6249651908875,15.74943
-42.0,-19.0,1471.315050125122,92.90898
-42.0,-18.0,1477.5199484825134,114.01179
-42.0,-17.0,1517.669997215271,167.49046
-42.0,-16.0,1533.7300515174866,125.22686
-42.0,-15.0,1599.429988861084,72.26026
-42.0,-14.0,1709.2950320243835,93.27761
-42.0,-13.0,1697.2500348091125,685.9984
-42.0,-12.0,1659.2900013923645,90.126785
-42.0,-11.0,1757.110047340393,167.99576
-42.0,-10.0,1676.809949874878,185.77037
-42.0,-9.0,1739.589924812317,168.63339
-42.0,-8.0,1702.724986076355,190.25311
-42.0,-7.0,1689.2199206352234,105.47822
-42.0,-6.0,1667.319941520691,74.86178
-42.0,-5.0,1668.0500626564026,51.243195
-42.0,-4.0,1695.060019493103,24.984718
-42.0,-3.0,1668.7800097465515,65.10441
-41.0,-22.0,1594.320011138916,287.88455
-41.0,-21.0,1511.830072402954,109.44376
-41.0,-20.0,1412.549958229065,72.747856
-41.0,-18.0,1428.974986076355,69.27857
-41.0,-17.0,1460.0,84.50387
-41.0,-16.0,1502.340064048767,52.395916
-41.0,-15.0,1590.669927597046,127.476166
-41.0,-14.0,1558.914966583252,59.624496
-41.0,-13.0,1532.6349568367004,65.731575
-41.0,-12.0,1482.264952659607,69.98565
-41.0,-11.0,1622.790036201477,96.2386
-41.0,-10.0,1661.1150431632996,258.70554
-41.0,-9.0,1665.1299262046814,176.6658
-41.0,-8.0,1715.1349568367004,179.4577
-41.0,-7.0,1689.950041770935,52.73606
-41.0,-6.0,1717.6899456977844,267.10117
-41.0,-5.0,1716.2300515174866,217.48631
-41.0,-4.0,1768.4249234199524,257.18738
-41.0,-3.0,1624.249930381775,64.064285
-40.0,-18.0,1447.5900292396545,32.00248
-40.0,-17.0,1431.8950355052948,135.99205
-40.0,-16.0,1445.400013923645,50.468956
-40.0,-15.0,1412.9150187969208,34.698162
-40.0,-14.0,1458.5400187969208,171.6437
-40.0,-13.0,1448.6850368976593,108.98076
-40.0,-12.0,1472.4099707603455,67.626045
-40.0,-11.0,1509.6400570869446,76.102486
-40.0,-10.0,1608.190050125122,232.4861
-40.0,-9.0,1647.9749512672424,124.51526
-40.0,-8.0,1612.204933166504,127.77125
-40.0,-7.0,1664.3999791145325,221.20029
-40.0,-6.0,1681.189980506897,130.79855
-40.0,-5.0,1651.260061264038,59.1853
-40.0,-4.0,1612.9350543022156,93.2671
-40.0,-3.0,1659.2900013923645,98.5876
-39.0,-16.0,1569.134922027588,30.975122
-39.0,-15.0,1616.584963798523,88.683525
-39.0,-14.0,1613.6650013923645,83.62109
-39.0,-13.0,1491.3899874687195,38.309914
-39.0,-12.0,1478.980016708374,101.19247
-39.0,-11.0,1541.3950181007385,88.93151
-39.0,-10.0,1547.5999164581299,164.35283
-39.0,-9.0,1631.9150710105896,216.24564
-39.0,-8.0,1650.8949136734009,126.797485
-39.0,-7.0,1708.930058479309,60.82592
-39.0,-6.0,1679.364938735962,59.505856
-39.0,-5.0,1633.739938735962,46.155304
-39.0,-4.0,1652.3549818992615,93.414444
-38.0,-12.0,1588.114938735962,61.909798
-38.0,-11.0,1554.1699624061584,180.67317
-38.0,-10.0,1553.804988861084,104.350075
-38.0,-9.0,1657.099986076355,231.62483
-38.0,-8.0,1658.5600543022156,81.84185
-38.0,-7.0,1773.9000487327576,66.26832
-38.0,-6.0,1779.7399735450745,280.78033
-38.0,-5.0,1648.339924812317,71.090744
-37.0,-10.0,1584.830002784729,109.10035
-37.0,-9.0,1658.92502784729,122.33479
-37.0,-8.0,1656.7350125312805,78.993065
-37.0,-7.0,1676.4449763298035,713.4515
-37.0,-6.0,1641.0399317741394,102.07348
-37.0,-5.0,1783.755030632019,180.8948
-36.0,-9.0,1532.6349568367004,113.48338
-36.0,-8.0,1517.669997215271,78.771614
-36.0,-7.0,1605.2699136734009,180.61171
-36.0,-6.0,1605.635061264038,182.56648
-35.0,-8.0,1583.004961013794,38.467487
-35.0,-7.0,1629.72505569458,115.71257
-17.0,15.0,1737.034935951233,131.02809
-16.0,12.0,1633.3749651908875,75.540955
-16.0,13.0,1656.7350125312805,90.02382
-16.0,14.0,1681.5549540519714,127.459175
-16.0,15.0,1703.454933166504,159.9279
-16.0,17.0,1756.014952659607,269.54532
-16.0,18.0,1757.839994430542,396.4073
-16.0,19.0,1778.2800793647766,427.02444
-15.0,11.0,1582.6399874687195,35.35927
-15.0,12.0,1633.009991645813,94.967514
-15.0,13.0,1653.815050125122,67.05772
-15.0,14.0,1673.8899874687195,151.15063
-15.0,15.0,1691.7750835418701,138.37459
-15.0,17.0,1716.595025062561,240.05795
-14.0,10.0,1580.8149456977844,42.92739
-14.0,11.0,1583.004961013794,27.944328
-14.0,12.0,1625.345025062561,53.757015
-14.0,13.0,1650.8949136734009,114.62069
-14.0,14.0,1657.099986076355,123.31574
-14.0,16.0,1686.6649317741394,118.13817
-14.0,17.0,1706.375069618225,234.53087
-13.0,9.0,1499.419927597046,29.682198
-13.0,10.0,1577.5300097465515,21.710865
-13.0,12.0,1619.8700737953186,40.123493
-13.0,13.0,1632.280044555664,74.35491
-13.0,14.0,1654.1800236701965,156.99095
-13.0,15.0,1679.7300863265991,171.93362
-13.0,16.0,1693.5999512672424,208.49045
-13.0,17.0,1707.834963798523,222.11185
-13.0,20.0,1774.265022277832,618.43726
-13.0,27.0,1880.844955444336,425.2648
-12.0,8.0,1454.1599881649017,36.764168
-12.0,9.0,1506.354947090149,41.57345
-12.0,10.0,1566.945080757141,12.971281
-12.0,11.0,1682.285075187683,43.94472
-12.0,12.0,1670.970025062561,19.041662
-12.0,13.0,1649.7999930381775,99.29867
-12.0,15.0,1676.4449763298035,243.66603
-12.0,16.0,1697.2500348091125,555.92413
-12.0,17.0,1718.7850403785706,165.22758
-12.0,18.0,1754.1900849342346,511.67484
-12.0,28.0,1720.6100821495056,342.21893
-11.0,7.0,1405.2499651908875,22.642775
-11.0,8.0,1486.644983291626,35.41258
-11.0,9.0,1534.4599986076355,43.601204
-11.0,10.0,1622.0599150657654,61.646557
-11.0,11.0,1671.69997215271,42.379658
-11.0,12.0,1682.6500487327576,41.7535
-11.0,13.0,1666.589994430542,160.22801
-11.0,14.0,1665.860047340393,143.89389
-11.0,15.0,1666.2250208854675,128.64978
-11.0,16.0,1693.5999512672424,142.80948
-11.0,28.0,1856.3899874687195,406.28943
-10.0,6.0,1348.6749756336212,24.932106
-10.0,7.0,1439.5600020885468,39.690083
-10.0,8.0,1492.85005569458,10.466237
-10.0,9.0,1544.6799540519714,48.898415
-10.0,10.0,1621.3299679756165,34.949852
-10.0,11.0,1656.0050654411316,42.33949
-10.0,12.0,1664.035005569458,31.211164
-10.0,13.0,1675.7150292396545,95.609245
-10.0,14.0,1669.144983291626,69.348076
-10.0,15.0,1698.344955444336,199.43578
-10.0,16.0,1693.964924812317,158.5821
-10.0,17.0,1734.8449206352234,259.52982
-10.0,29.0,1861.4999651908875,231.30527
-10.0,52.0,773.070011138916,845.1421
-10.0,54.0,907.7549958229065,610.3328
-9.0,5.0,1363.640022277832,26.350712
-9.0,6.0,1420.5799853801727,16.52176
-9.0,7.0,1450.509991645813,47.744682
-9.0,8.0,1515.4799818992615,42.766247
-9.0,9.0,1597.9699206352234,18.964436
-9.0,10.0,1639.5800375938416,45.160355
-9.0,11.0,1658.5600543022156,73.52001
-9.0,12.0,1667.319941520691,60.201683
-9.0,13.0,1681.5549540519714,123.25631
-9.0,15.0,1701.995038986206,172.93071
-9.0,16.0,1699.0750765800476,226.92719
-9.0,29.0,1927.565050125122,445.76462
-9.0,30.0,1918.804988861084,176.0004
-9.0,31.0,1910.044927597046,183.41183
-9.0,32.0,1825.0,243.45706
-9.0,39.0,1591.035075187683,195.30276
-9.0,43.0,1263.629961013794,365.72867
-9.0,52.0,908.4850299358368,1100.1931
-9.0,53.0,932.5750243663788,541.0707
-9.0,54.0,873.4449589252472,567.02655
-8.0,5.0,1375.685019493103,29.437634
-8.0,6.0,1441.7500174045563,23.490484
-8.0,7.0,1445.0350403785706,45.725834
-8.0,8.0,1549.7899317741394,61.01175
-8.0,9.0,1638.8499164581299,41.493393
-8.0,10.0,1640.674958229065,35.325718
-8.0,11.0,1661.8449902534485,70.1857
-8.0,12.0,1680.460033416748,102.90711
-8.0,13.0,1692.1400570869446,113.04778
-8.0,14.0,1702.724986076355,170.14073
-8.0,15.0,1700.169997215271,144.48651
-8.0,16.0,1702.3600125312805,189.39507
-8.0,30.0,2008.9600682258606,361.1262
-8.0,32.0,1807.4800515174866,92.999825
-8.0,33.0,1733.020052909851,178.0768
-8.0,38.0,1658.5600543022156,170.32425
-8.0,39.0,1599.0650153160095,112.18398
-8.0,40.0,1562.9300236701965,112.45144
-8.0,41.0,1519.1300654411316,593.27496
-8.0,42.0,1444.3050062656403,187.2076
-8.0,43.0,1327.1399700641632,356.52542
-8.0,54.0,875.2700006961823,436.97498
-8.0,55.0,832.5649631023407,531.9847
-7.0,5.0,1342.105016708374,57.30171
-7.0,7.0,1457.445011138916,27.175283
-7.0,8.0,1543.9500069618225,35.568222
-7.0,9.0,1597.604947090149,32.85406
-7.0,10.0,1630.8199763298035,39.314335
-7.0,11.0,1661.1150431632996,74.45378
-7.0,12.0,1674.6199345588684,90.07824
-7.0,13.0,1700.89994430542,118.57803
-7.0,14.0,1700.5349707603455,128.15793
-7.0,15.0,1702.724986076355,149.95544
-7.0,16.0,1706.375069618225,181.81482
-7.0,30.0,1897.269983291626,207.46214
-7.0,31.0,1969.1749930381775,220.63963
-7.0,32.0,1792.8800654411316,44.991184
-7.0,33.0,1808.57497215271,116.17217
-7.0,38.0,1633.3749651908875,169.0946
-7.0,39.0,1664.3999791145325,135.05084
-7.0,40.0,1636.660075187683,127.779366
-7.0,41.0,1533.7300515174866,89.142235
-7.0,42.0,1532.6349568367004,344.25903
-7.0,43.0,1254.8699867725372,26.065441
-7.0,53.0,942.4300062656403,391.7164
-7.0,54.0,896.4400327205658,577.5743
-7.0,55.0,877.4600160121918,666.1608
-6.0,5.0,1463.284935951233,57.20233
-6.0,6.0,1384.4449937343597,71.21141
-6.0,7.0,1411.4550375938416,64.445366
-6.0,8.0,1462.9199624061584,34.028183
-6.0,9.0,1552.3449206352234,31.487234
-6.0,10.0,1621.3299679756165,70.17256
-6.0,11.0,1642.8649735450745,66.42951
-6.0,12.0,1682.285075187683,169.22461
-6.0,13.0,1695.789966583252,113.49662
-6.0,14.0,1710.389952659607,140.76984
-6.0,15.0,1720.6100821495056,185.22342
-6.0,16.0,1729.369969367981,163.40157
-6.0,30.0,1923.914966583252,318.1151
-6.0,32.0,1913.3300375938416,399.4639
-6.0,33.0,1745.794997215271,48.260906
-6.0,34.0,1703.0899596214294,111.82757
-6.0,35.0,1661.480016708374,93.48205
-6.0,37.0,1702.3600125312805,125.64981
-6.0,38.0,1657.4649596214294,76.38648
-6.0,39.0,1664.3999791145325,114.69686
-6.0,40.0,1652.3549818992615,264.29645
-6.0,41.0,1621.694941520691,198.48486
-6.0,42.0,1604.1749930381775,133.97366
-6.0,43.0,1469.490008354187,189.37708
-6.0,55.0,895.345025062561,730.5215
-6.0,56.0,912.5,814.8475
-5.0,6.0,1379.3350160121918,82.138275
-5.0,7.0,1382.620038986206,41.995087
-5.0,8.0,1427.1500313282013,39.89068
-5.0,9.0,1518.0349707603455,32.14159
-5.0,10.0,1590.669927597046,50.1322
-5.0,11.0,1667.319941520691,119.01137
-5.0,12.0,1672.429919242859,71.00403
-5.0,13.0,1696.5199136734009,130.83229
-5.0,14.0,1707.4699902534485,131.43571
-5.0,15.0,1722.434949874878,187.09378
-5.0,31.0,1887.779974937439,194.47057
-5.0,32.0,1918.804988861084,321.04843
-5.0,33.0,1898.7300515174866,363.78156
-5.0,35.0,1704.1850543022156,117.49268
-5.0,37.0,1719.5149874687195,207.80424
-5.0,38.0,1645.784935951233,66.33079
-5.0,39.0,1650.5299401283264,65.70571
-5.0,40.0,1680.460033416748,173.18233
-5.0,41.0,1647.9749512672424,198.71326
-5.0,42.0,1614.029974937439,193.28633
-5.0,43.0,1440.290036201477,216.10222
-5.0,52.0,1024.1899979114532,463.90994
-5.0,57.0,810.6649839878082,1218.1489
-5.0,58.0,825.630030632019,1013.83765
-4.0,6.0,1355.2450215816498,62.395123
-4.0,7.0,1369.8450076580048,50.0751
-4.0,8.0,1374.2250382900238,29.91982
-4.0,9.0,1485.5500626564026,36.405815
-4.0,10.0,1579.720025062561,83.342186
-4.0,11.0,1645.784935951233,87.28894
-4.0,12.0,1670.240077972412,87.97691
-4.0,13.0,1699.8050236701965,99.55894
-4.0,14.0,1725.7200598716736,199.22882
-4.0,15.0,1717.32497215271,119.59332
-4.0,16.0,1733.75,189.70538
-4.0,24.0,1854.5649456977844,227.66876
-4.0,31.0,1875.3700041770935,198.00592
-4.0,32.0,1925.3750348091125,320.1863
-4.0,33.0,1842.154974937439,222.50543
-4.0,34.0,1742.510061264038,190.135
-4.0,35.0,1686.6649317741394,530.5474
-4.0,37.0,1761.8550515174866,114.00687
-4.0,38.0,1678.634991645813,69.619026
-4.0,39.0,1669.874930381775,134.5872
-4.0,40.0,1684.4749164581299,134.32224
-4.0,41.0,1552.7100682258606,240.8433
-4.0,42.0,1580.0849986076355,227.74178
-4.0,43.0,1338.8199937343597,349.97766
-4.0,48.0,1113.6150431632996,227.2893
-4.0,51.0,1012.8750348091125,381.86823
-4.0,52.0,946.8100368976593,476.12592
-4.0,53.0,856.2899839878082,760.0407
-4.0,55.0,923.4499895572662,354.03333
-4.0,56.0,888.0450320243835,562.60803
-4.0,57.0,843.8800132274628,674.78455
-3.0,6.0,1352.6900327205658,20.965603
-3.0,7.0,1337.3600125312805,54.485416
-3.0,8.0,1349.4050097465515,47.62181
-3.0,9.0,1503.070011138916,44.34155
-3.0,10.0,1576.4349150657654,57.096504
-3.0,11.0,1634.835033416748,110.3566
-3.0,12.0,1666.9549679756165,103.28859
-3.0,13.0,1694.330072402954,147.62968
-3.0,14.0,1718.420066833496,156.52284
-3.0,15.0,1734.479947090149,224.5683
-3.0,16.0,1734.479947090149,156.8755
-3.0,17.0,1760.0300097465515,205.91548
-3.0,31.0,1910.044927597046,279.79352
-3.0,32.0,1880.115008354187,289.79782
-3.0,35.0,1668.0500626564026,137.8872
-3.0,37.0,1733.020052909851,117.76358
-3.0,39.0,1697.615008354187,198.3442
-3.0,40.0,1692.1400570869446,186.03697
-3.0,41.0,1619.5049262046814,114.999054
-3.0,43.0,1235.5249965190887,273.67484
-3.0,48.0,1123.470025062561,291.35886
-3.0,51.0,1038.0600368976593,299.22507
-3.0,52.0,991.705002784729,658.3578
-3.0,53.0,970.169997215271,445.68832
-3.0,55.0,933.6700320243835,472.36044
-3.0,59.0,851.1800062656403,750.9917
-2.0,5.0,1299.035005569458,50.171062
-2.0,6.0,1374.9549853801727,60.40272
-2.0,7.0,1369.8450076580048,28.042576
-2.0,8.0,1452.7000069618225,58.365383
-2.0,9.0,1520.954933166504,42.37704
-2.0,10.0,1575.7049679756165,49.17963
-2.0,11.0,1629.3600821495056,87.23142
-2.0,12.0,1672.795066833496,111.089745
-2.0,13.0,1693.964924812317,109.224686
-2.0,14.0,1726.085033416748,167.53839
-2.0,15.0,1729.0049958229065,178.10492
-2.0,17.0,1761.8550515174866,271.15622
-2.0,30.0,1877.9249930381775,315.86316
-2.0,31.0,1907.1249651908875,341.7691
-2.0,32.0,1881.5750765800476,404.33398
-2.0,33.0,1908.2200598716736,488.2189
-2.0,34.0,1819.5250487327576,201.08914
-2.0,35.0,1658.5600543022156,112.94953
-2.0,37.0,1729.369969367981,185.98138
-2.0,38.0,1758.569941520691,199.93323
-2.0,39.0,1696.1549401283264,201.16089
-2.0,40.0,1628.629961013794,170.04811
-2.0,41.0,1596.5100264549255,331.59747
-2.0,42.0,1532.6349568367004,353.78482
-2.0,47.0,1283.3400118350983,356.61728
-2.0,48.0,1142.8150153160095,255.92772
-2.0,51.0,1044.265022277832,298.15665
-2.0,52.0,997.1800410747528,353.8962
-2.0,53.0,942.4300062656403,522.1341
-2.0,54.0,916.880030632019,701.0885
-2.0,55.0,934.035005569458,545.56604
-1.0,6.0,1363.640022277832,32.03989
-1.0,7.0,1442.1149909496307,71.202385
-1.0,8.0,1473.1399178504944,29.000362
-1.0,9.0,1514.0199136734009,48.136677
-1.0,10.0,1570.959963798523,57.12958
-1.0,11.0,1619.8700737953186,104.33707
-1.0,12.0,1659.654974937439,90.27427
-1.0,13.0,1694.6950459480286,139.28679
-1.0,14.0,1718.7850403785706,155.62617
-1.0,17.0,1746.1599707603455,245.55624
-1.0,18.0,1780.104947090149,308.3192
-1.0,19.0,1782.2949624061584,263.21304
-1.0,29.0,1880.4799818992615,300.9171
-1.0,32.0,1885.5899596214294,278.62927
-1.0,33.0,1858.580002784729,315.161
-1.0,34.0,1842.5199484825134,283.75772
-1.0,35.0,1696.5199136734009,255.98845
-1.0,38.0,1662.9400849342346,91.761086
-1.0,39.0,1641.4050793647766,281.25412
-1.0,40.0,1685.2050375938416,1146.4688
-1.0,41.0,1623.1550097465515,786.22534
-1.0,42.0,1606.0000348091125,282.2271
-1.0,44.0,1255.2349603176117,84.37773
-1.0,46.0,1324.2200076580048,277.92865
-1.0,47.0,1212.165036201477,258.28165
-1.0,48.0,1158.1450355052948,279.89432
-1.0,49.0,1094.6350264549255,372.29214
-1.0,51.0,1058.5000348091125,413.77383
-1.0,52.0,1012.5099742412567,319.8202
-1.0,53.0,982.9450285434723,349.59485
-1.0,54.0,959.9500417709351,323.74515
0.0,6.0,1403.7899839878082,142.89493
0.0,7.0,1451.6049993038177,25.635221
0.0,8.0,1460.3649735450745,38.896946
0.0,9.0,1511.0999512672424,83.06443
0.0,10.0,1558.5499930381775,87.85888
0.0,11.0,1618.0450320243835,111.33717
0.0,12.0,1669.144983291626,137.54987
0.0,13.0,1699.0750765800476,184.78828
0.0,14.0,1712.5799679756165,137.51944
0.0,15.0,1730.8300375938416,249.97803
0.0,16.0,1743.969955444336,174.79451
0.0,27.0,1866.6099429130554,457.11618
0.0,28.0,1867.340064048767,369.8889
0.0,29.0,1843.6150431632996,201.0405
0.0,33.0,1829.0150570869446,214.53543
0.0,34.0,1775.3599429130554,270.4195
0.0,35.0,1661.8449902534485,202.9666
0.0,40.0,1614.3949484825134,215.72809
0.0,41.0,1631.5499234199524,264.58435
0.0,42.0,1646.5150570869446,190.88708
0.0,44.0,1272.390022277832,129.13689
0.0,45.0,1270.564980506897,141.99854
0.0,46.0,1254.8699867725372,219.70993
0.0,47.0,1219.0999686717987,267.4911
0.0,48.0,1168.0000174045563,286.9835
0.0,49.0,1111.7900013923645,281.19742
0.0,51.0,1068.355016708374,317.42142
0.0,52.0,1037.330002784729,450.4141
0.0,53.0,1023.459963798523,328.1975
1.0,6.0,1517.3050236701965,138.78517
1.0,7.0,1463.284935951233,63.436417
1.0,8.0,1512.9249930381775,15.622804
1.0,9.0,1530.444941520691,32.301697
1.0,10.0,1557.089924812317,62.44766
1.0,11.0,1594.320011138916,81.617516
1.0,12.0,1639.5800375938416,121.35178
1.0,13.0,1687.0300793647766,136.84308
1.0,14.0,1713.3099150657654,162.118
1.0,15.0,1735.575041770935,230.90317
1.0,16.0,1745.065050125122,237.6638
1.0,20.0,1814.4150710105896,264.04633
1.0,33.0,1877.560019493103,422.1934
1.0,34.0,1779.7399735450745,219.70012
1.0,35.0,1645.4199624061584,120.97237
1.0,36.0,1624.9800515174866,176.17368
1.0,42.0,1611.8399596214294,125.69221
1.0,44.0,1312.5399839878082,214.18861
1.0,45.0,1275.674958229065,127.07855
1.0,47.0,1205.5949902534485,258.58456
1.0,48.0,1167.6349568367004,266.87878
1.0,49.0,1123.1049644947052,226.80429
1.0,52.0,1053.3899700641632,340.0171
2.0,7.0,1387.3650431632996,62.082
2.0,8.0,1435.910005569458,59.791004
2.0,9.0,1492.85005569458,30.153572
2.0,10.0,1584.4650292396545,58.607857
2.0,11.0,1618.0450320243835,94.63066
2.0,12.0,1653.4500765800476,165.61804
2.0,13.0,1688.854947090149,152.15125
2.0,14.0,1715.1349568367004,100.32512
2.0,15.0,1738.4950041770935,185.14105
2.0,16.0,1762.94997215271,202.94553
2.0,27.0,1860.0400710105896,464.8336
2.0,34.0,1799.8150849342346,387.42496
2.0,36.0,1615.855016708374,215.86836
2.0,42.0,1585.559949874878,73.708374
2.0,43.0,1343.5649979114532,279.73465
2.0,44.0,1342.4699902534485,231.3235
2.0,45.0,1315.460033416748,305.57123
2.0,46.0,1220.5600368976593,159.3598
2.0,47.0,1208.1499791145325,223.5109
2.0,49.0,1115.4399979114532,273.33252
2.0,50.0,1085.509991645813,299.67856
2.0,51.0,1111.0599672794342,490.0636
3.0,7.0,1329.3299853801727,52.65097
3.0,8.0,1369.4800341129303,33.71277
3.0,9.0,1455.2549958229065,46.084305
3.0,10.0,1565.849986076355,96.470406
3.0,11.0,1608.190050125122,74.07284
3.0,12.0,1633.739938735962,108.38473
3.0,13.0,1693.5999512672424,139.79977
3.0,14.0,1722.434949874878,169.48756
3.0,15.0,1745.065050125122,207.98344
3.0,33.0,1879.385061264038,312.4602
3.0,34.0,1842.154974937439,338.82443
3.0,35.0,1728.2750487327576,193.305
3.0,36.0,1663.305058479309,149.89134
3.0,42.0,1522.05002784729,204.69771
3.0,43.0,1475.695080757141,968.35156
3.0,45.0,1361.4500069618225,317.33936
3.0,46.0,1260.7099986076355,297.09677
3.0,47.0,1185.1549923419952,191.79308
3.0,48.0,1173.8400292396545,268.74677
3.0,49.0,1124.5650327205658,200.25859
3.0,50.0,1097.9199624061584,333.79803
